Dates, ACWI INDEX , SPX INDEX , NDX INDEX , MXEF INDEX , DAX INDEX , SXXE INDEX , UKX INDEX , TPX INDEX , ILS Curncy , EUR  Curncy , GBP Curncy , JPY Curncy ,,,,,,,
18/07/2013, 0.38 , 0.50 , -0.24 , -0.20 , 1.00 , 1.26 , 0.95 , 0.72 , 0.08 , -0.12 , 0.10 , 0.84 ,,,,,,,
17/07/2013, 0.36 , 0.28 , 0.25 , 0.67 , 0.65 , 0.53 , 0.24 , 0.22 , 0.51 , -0.28 , 0.34 , 0.49 ,,,,,,,
16/07/2013, -0.23 , -0.37 , -0.08 , 0.08 , -0.41 , -0.66 , -0.45 , 0.71 , -0.54 , 0.77 , 0.40 , -0.76 ,,,,,,,
15/07/2013, 0.44 , 0.14 , 0.03 , 0.73 , 0.27 , 0.43 , 0.63 , 0.60 , -0.64 , -0.04 , -0.05 , 0.65 ,,,,,,,
12/07/2013, -0.33 , 0.31 , 0.64 , 0.26 , 0.66 , -0.28 , 0.02 , 0.60 , 0.13 , -0.23 , -0.51 , 0.26 ,,,,,,,
11/07/2013, 2.21 , 1.36 , 1.96 , 2.98 , 1.14 , 0.73 , 0.59 , -0.04 , -1.04 , 0.92 , 1.13 , -0.72 ,,,,,,,
10/07/2013, 0.10 , 0.02 , 0.55 , 0.32 , 0.11 , -0.04 , -0.12 , -0.14 , -0.63 , 1.54 , 1.00 , -1.45 ,,,,,,,
09/07/2013, 0.73 , 0.72 , 0.61 , 0.75 , 1.12 , 0.69 , 0.98 , 2.07 , -0.11 , -0.69 , -0.56 , 0.18 ,,,,,,,
08/07/2013, 0.48 , 0.53 , 0.10 , -1.27 , 2.08 , 1.78 , 1.17 , -1.35 , 0.21 , 0.32 , 0.40 , -0.23 ,,,,,,,
05/07/2013, 0.62 , 1.02 , 0.74 , -0.49 , -2.36 , -1.57 , -0.72 , 1.53 , 0.29 , -0.66 , -1.21 , 1.16 ,,,,,,,
04/07/2013, -0.06 , 0.08 , 0.40 , 1.09 , 2.11 , 2.63 , 3.08 , -0.26 , 0.19 , -0.73 , -1.38 , 0.13 ,,,,,,,
03/07/2013, -0.06 , 0.08 , 0.40 , -2.14 , -1.03 , -1.04 , -1.17 , 0.17 , -0.08 , 0.23 , 0.84 , -0.72 ,,,,,,,
02/07/2013, -0.36 , -0.05 , 0.08 , -1.04 , -0.92 , -0.55 , -0.06 , 1.84 , 0.19 , -0.65 , -0.40 , 0.97 ,,,,,,,
01/07/2013, 0.64 , 0.54 , 0.61 , 0.17 , 0.31 , 0.89 , 1.49 , 1.49 , 0.22 , 0.42 , 0.03 , 0.52 ,,,,,,,
28/06/2013, -0.26 , -0.43 , 0.09 , 2.27 , -0.39 , -0.60 , -0.45 , 3.19 , 0.22 , -0.21 , -0.30 , 0.80 ,,,,,,,
27/06/2013, -0.32 , 0.62 , 0.45 , 1.94 , 0.63 , 0.78 , 1.26 , 2.76 , -0.62 , 0.20 , -0.36 , 0.64 ,,,,,,,
26/06/2013, 0.94 , 0.96 , 0.95 , 1.82 , 1.66 , 1.94 , 1.04 , -0.87 , 0.90 , -0.50 , -0.70 , -0.09 ,,,,,,,
25/06/2013, 1.20 , 0.95 , 0.64 , 0.28 , 1.55 , 1.23 , 1.21 , -1.01 , -0.48 , -0.33 , -0.08 , 0.08 ,,,,,,,
24/06/2013, -1.68 , -1.21 , -1.03 , -1.91 , -1.24 , -1.72 , -1.42 , -0.89 , -0.47 , -0.02 , 0.10 , -0.17 ,,,,,,,
21/06/2013, 0.30 , 0.27 , -0.43 , -0.88 , -1.76 , -1.42 , -0.70 , 0.70 , -0.04 , -0.74 , -0.58 , 0.64 ,,,,,,,
20/06/2013, -3.01 , -2.50 , -2.34 , -4.04 , -3.28 , -3.22 , -2.98 , -1.33 , 0.91 , -0.56 , 0.16 , 0.86 ,,,,,,,
19/06/2013, -1.70 , -1.39 , -1.22 , -0.71 , -0.39 , -0.47 , -0.40 , 1.86 , 0.55 , -0.72 , -1.01 , 1.17 ,,,,,,,
18/06/2013, 0.65 , 0.78 , 0.84 , -0.37 , 0.17 , 0.12 , 0.69 , 0.15 , -0.16 , 0.19 , -0.50 , 0.87 ,,,,,,,
17/06/2013, 1.07 , 0.76 , 0.93 , 0.36 , 1.08 , 1.01 , 0.35 , 2.68 , -0.09 , 0.15 , 0.09 , 0.21 ,,,,,,,
14/06/2013, -0.90 , -0.59 , -0.64 , 1.07 , 0.40 , 0.36 , 0.06 , 1.18 , -0.21 , -0.21 , -0.08 , -1.11 ,,,,,,,
13/06/2013, 1.45 , 1.48 , 1.26 , -1.13 , -0.59 , -0.15 , 0.08 , -4.78 , -0.46 , 0.28 , 0.26 , -0.68 ,,,,,,,
12/06/2013, -0.49 , -0.84 , -1.14 , -   , -0.96 , -0.57 , -0.64 , -0.42 , -0.07 , 0.18 , 0.22 , -0.01 ,,,,,,,
11/06/2013, -1.13 , -1.02 , -1.02 , -1.90 , -1.03 , -1.27 , -0.94 , -0.97 , -0.29 , 0.42 , 0.48 , -2.76 ,,,,,,,
10/06/2013, -0.12 , -0.03 , -0.01 , -0.79 , 0.64 , -0.03 , -0.18 , 5.21 , 0.77 , 0.30 , 0.09 , 1.23 ,,,,,,,
07/06/2013, 1.05 , 1.28 , 1.38 , -0.45 , 1.92 , 1.41 , 1.20 , -1.29 , -0.37 , -0.21 , -0.27 , 0.61 ,,,,,,,
06/06/2013, 0.72 , 0.85 , 0.45 , -0.64 , -1.19 , -1.08 , -1.30 , -1.77 , -1.24 , 1.17 , 1.26 , -2.11 ,,,,,,,
05/06/2013, -1.54 , -1.38 , -1.23 , -1.26 , -1.20 , -1.48 , -2.12 , -3.15 , -0.02 , 0.09 , 0.61 , -0.97 ,,,,,,,
04/06/2013, -0.36 , -0.55 , -0.57 , 0.55 , 0.12 , 0.23 , 0.51 , 2.60 , 0.01 , 0.04 , -0.07 , 0.50 ,,,,,,,
03/06/2013, 0.37 , 0.59 , 0.30 , -1.02 , -0.76 , -0.73 , -0.88 , -3.42 , -0.54 , 0.59 , 0.82 , -0.92 ,,,,,,,
31/05/2013, -1.74 , -1.43 , -1.00 , -0.70 , -0.61 , -0.95 , -1.11 , 0.12 , 0.20 , -0.39 , -0.22 , -0.28 ,,,,,,,
30/05/2013, 0.34 , 0.37 , 0.57 , -0.43 , 0.76 , 0.37 , 0.45 , -3.77 , -0.38 , 0.84 , 0.67 , -0.43 ,,,,,,,
29/05/2013, -0.66 , -0.70 , -0.57 , -1.01 , -1.70 , -1.60 , -1.99 , 0.91 , -0.30 , 0.66 , 0.61 , -1.18 ,,,,,,,
28/05/2013, 0.30 , 0.63 , 0.70 , 0.22 , 1.16 , 1.35 , 1.62 , 1.23 , -0.27 , -0.58 , -0.39 , 1.40 ,,,,,,,
27/05/2013, -0.47 , -0.06 , -0.01 , 0.18 , 0.94 , 0.90 , -0.63 , -3.35 , 0.63 , -0.01 , -0.19 , -0.35 ,,,,,,,
24/05/2013, -0.47 , -0.06 , -0.01 , 0.07 , -0.56 , -0.39 , -0.63 , 0.48 , -0.27 , -0.02 , 0.13 , -0.70 ,,,,,,,
23/05/2013, -0.62 , -0.29 , -0.26 , -2.12 , -2.10 , -2.03 , -2.10 , -6.87 , -0.13 , 0.59 , 0.38 , -1.11 ,,,,,,,
22/05/2013, -0.98 , -0.83 , -0.90 , -   , 0.69 , 0.43 , 0.53 , 0.44 , 1.22 , -0.37 , -0.69 , 0.64 ,,,,,,,
21/05/2013, 0.22 , 0.17 , 0.18 , -   , 0.19 , 0.01 , 0.71 , 0.07 , -0.10 , 0.19 , -0.66 , 0.22 ,,,,,,,
20/05/2013, 0.28 , -0.07 , -0.26 , 0.23 , 0.69 , 0.35 , 0.48 , 1.30 , -0.04 , 0.33 , 0.57 , -0.91 ,,,,,,,
17/05/2013, 0.81 , 1.03 , 0.99 , -0.05 , 0.34 , 0.31 , 0.53 , 0.64 , 0.74 , -0.33 , -0.66 , 0.93 ,,,,,,,
16/05/2013, -0.56 , -0.50 , -0.11 , 0.02 , 0.09 , -0.06 , -0.09 , -0.61 , -0.47 , -0.04 , 0.24 , 0.01 ,,,,,,,
15/05/2013, 0.37 , 0.51 , 0.22 , -0.01 , 0.28 , 0.59 , 0.11 , 1.79 , 0.48 , -0.26 , 0.16 , -0.17 ,,,,,,,
14/05/2013, 0.62 , 1.01 , 0.47 , 0.41 , 0.72 , 0.58 , 0.82 , -0.11 , 0.71 , -0.42 , -0.59 , 0.59 ,,,,,,,
13/05/2013, -0.04 , -   , 0.04 , -0.84 , 0.01 , -0.21 , 0.10 , 1.78 , 1.19 , -0.11 , -0.38 , 0.20 ,,,,,,,
10/05/2013, 0.19 , 0.43 , 0.67 , -0.93 , 0.19 , 0.44 , 0.49 , 2.43 , 0.48 , -0.41 , -0.59 , 1.02 ,,,,,,,
09/05/2013, -0.66 , -0.37 , -0.24 , -0.05 , 0.16 , -0.26 , 0.14 , -1.05 , 0.08 , -0.84 , -0.55 , 1.60 ,,,,,,,
08/05/2013, 0.85 , 0.41 , 0.52 , 0.82 , 0.83 , 0.58 , 0.40 , 0.49 , -0.37 , 0.57 , 0.32 , 0.01 ,,,,,,,
07/05/2013, 0.38 , 0.52 , -0.08 , 0.62 , 0.86 , 0.56 , 0.55 , 3.06 , 0.00 , 0.02 , -0.35 , -0.33 ,,,,,,,
06/05/2013, 0.13 , 0.19 , 0.37 , 0.36 , -0.13 , -0.17 , 0.94 , -0.44 , 0.29 , -0.29 , -0.22 , 0.34 ,,,,,,,
03/05/2013, 1.09 , 1.05 , 1.15 , 0.48 , 2.02 , 1.49 , 0.94 , -0.44 , -0.44 , 0.38 , 0.25 , 1.07 ,,,,,,,
02/05/2013, 0.60 , 0.94 , 1.32 , -0.08 , 0.61 , 0.19 , 0.15 , -0.44 , -0.15 , -0.87 , -0.13 , 0.56 ,,,,,,,
01/05/2013, -0.80 , -0.93 , -0.49 , -0.13 , 0.51 , -   , 0.33 , -0.58 , -0.26 , 0.09 , 0.15 , -0.06 ,,,,,,,
30/04/2013, 0.37 , 0.25 , 0.71 , 1.17 , 0.51 , -0.23 , -0.43 , 0.34 , -0.08 , 0.53 , 0.21 , -0.32 ,,,,,,,
29/04/2013, 0.93 , 0.72 , 0.93 , 0.49 , 0.75 , 1.07 , 0.49 , -0.99 , -0.45 , 0.53 , 0.17 , -0.30 ,,,,,,,
26/04/2013, -0.16 , -0.18 , -0.28 , -0.48 , -0.23 , -0.75 , -0.25 , -0.99 , -0.03 , 0.15 , 0.25 , -1.22 ,,,,,,,
25/04/2013, 0.55 , 0.40 , 0.51 , 0.94 , 0.95 , 0.34 , 0.17 , 0.72 , -0.13 , -0.03 , 1.09 , -0.25 ,,,,,,,
24/04/2013, 0.47 , -   , -0.04 , 0.78 , 1.32 , 1.09 , 0.40 , 1.80 , -0.32 , 0.15 , 0.18 , 0.03 ,,,,,,,
23/04/2013, 0.99 , 1.04 , 0.90 , -0.21 , 2.41 , 2.88 , 2.00 , -0.16 , -0.15 , -0.54 , -0.33 , 0.25 ,,,,,,,
22/04/2013, 0.38 , 0.47 , 1.06 , 0.08 , 0.24 , 0.36 , -0.09 , 1.68 , -0.10 , 0.11 , 0.39 , -0.29 ,,,,,,,
19/04/2013, 0.96 , 0.88 , 1.40 , 1.39 , -0.18 , 0.66 , 0.69 , 0.33 , -0.02 , 0.01 , -0.31 , 1.38 ,,,,,,,
18/04/2013, -0.42 , -0.67 , -1.44 , -0.38 , -0.39 , -0.10 , -0.01 , -1.15 , -0.07 , 0.15 , 0.27 , 0.05 ,,,,,,,
17/04/2013, -1.74 , -1.43 , -1.99 , -0.78 , -2.34 , -1.88 , -0.96 , 1.50 , 0.50 , -1.10 , -0.81 , 0.59 ,,,,,,,
16/04/2013, 1.49 , 1.43 , 1.46 , 0.56 , -0.39 , -0.60 , -0.62 , -1.30 , -0.69 , 1.08 , 0.50 , 0.80 ,,,,,,,
15/04/2013, -2.31 , -2.30 , -2.07 , -1.60 , -0.41 , -0.61 , -0.64 , -1.27 , 0.47 , -0.59 , -0.38 , -1.63 ,,,,,,,
12/04/2013, -0.39 , -0.28 , -0.09 , -0.93 , -1.61 , -1.33 , -0.49 , 0.11 , -0.02 , 0.11 , -0.28 , -1.31 ,,,,,,,
11/04/2013, 0.49 , 0.36 , -   , 0.46 , 0.78 , 0.61 , 0.45 , 2.34 , -0.46 , 0.22 , 0.35 , -0.10 ,,,,,,,
10/04/2013, 1.30 , 1.22 , 1.94 , 0.84 , 2.27 , 2.36 , 1.17 , 1.72 , 0.37 , -0.10 , 0.07 , 0.77 ,,,,,,,
09/04/2013, 0.46 , 0.35 , 0.67 , 0.87 , -0.33 , 0.21 , 0.58 , 0.03 , 0.07 , 0.57 , 0.44 , -0.34 ,,,,,,,
08/04/2013, 0.42 , 0.63 , 0.52 , -0.10 , 0.05 , 0.10 , 0.43 , 3.33 , -0.09 , 0.14 , -0.52 , 1.83 ,,,,,,,
05/04/2013, -0.38 , -0.43 , -0.83 , -0.88 , -2.03 , -1.52 , -1.49 , 2.74 , 0.11 , 0.43 , 0.66 , 1.28 ,,,,,,,
04/04/2013, 0.40 , 0.40 , -   , -0.77 , -0.73 , -0.76 , -1.19 , 2.70 , 0.09 , 0.67 , 0.69 , 3.55 ,,,,,,,
03/04/2013, -0.85 , -1.05 , -0.91 , -0.40 , -0.87 , -1.20 , -1.08 , 1.93 , 0.22 , 0.23 , 0.17 , -0.43 ,,,,,,,
02/04/2013, 0.67 , 0.52 , 0.84 , -0.20 , 1.91 , 1.74 , 1.23 , -0.92 , -0.68 , -0.23 , -0.82 , 0.23 ,,,,,,,
01/04/2013, -0.73 , -0.45 , -0.77 , -0.36 , 0.08 , 0.43 , 0.38 , -3.30 , -0.21 , 0.23 , 0.20 , -1.05 ,,,,,,,
29/03/2013, 0.34 , 0.41 , 0.31 , 0.22 , 0.08 , 0.43 , 0.38 , -0.20 , 0.36 , 0.02 , 0.03 , 0.07 ,,,,,,,
28/03/2013, 0.34 , 0.41 , 0.31 , 0.06 , 0.08 , 0.43 , 0.38 , -0.93 , -0.30 , 0.28 , 0.42 , -0.33 ,,,,,,,
27/03/2013, -0.12 , -0.06 , 0.12 , 0.33 , -1.15 , -1.03 , -0.18 , 0.20 , 0.50 , -0.63 , -0.19 , 0.02 ,,,,,,,
26/03/2013, 0.66 , 0.78 , 0.61 , 0.62 , 0.11 , -0.11 , 0.33 , -0.27 , -0.27 , 0.06 , -0.11 , 0.29 ,,,,,,,
25/03/2013, -0.57 , -0.33 , -0.41 , 0.67 , -0.51 , -1.02 , -0.22 , 0.84 , -0.52 , -1.05 , -0.36 , -0.31 ,,,,,,,
22/03/2013, 0.80 , 0.72 , 0.94 , -0.68 , -0.27 , -0.15 , 0.07 , -1.85 , -0.30 , 0.70 , 0.38 , -0.46 ,,,,,,,
21/03/2013, -1.08 , -0.83 , -1.11 , -0.38 , -0.87 , -0.88 , -0.69 , 1.17 , -0.30 , -0.26 , 0.48 , -1.16 ,,,,,,,
20/03/2013, 0.69 , 0.67 , 0.67 , 0.14 , 0.68 , 1.04 , -0.13 , 1.71 , -0.35 , 0.40 , 0.01 , 0.89 ,,,,,,,
19/03/2013, -0.34 , -0.24 , -0.18 , -0.50 , -0.79 , -1.06 , -0.26 , 1.71 , 0.07 , -0.58 , -0.05 , -0.05 ,,,,,,,
18/03/2013, -0.86 , -0.55 , -0.25 , -1.16 , -0.40 , -0.47 , -0.49 , -2.22 , 0.11 , -0.91 , -0.05 , -0.07 ,,,,,,,
15/03/2013, -0.04 , -0.16 , -0.28 , -0.52 , -0.19 , -0.50 , -0.61 , 1.30 , -0.10 , 0.55 , 0.21 , -0.86 ,,,,,,,
14/03/2013, 0.55 , 0.56 , 0.31 , -0.13 , 1.10 , 1.16 , 0.74 , 0.65 , -0.27 , 0.34 , 1.07 , -0.02 ,,,,,,,
13/03/2013, -0.06 , 0.13 , -0.08 , -0.81 , 0.06 , -0.21 , -0.45 , -0.43 , 0.41 , -0.56 , 0.13 , 0.05 ,,,,,,,
12/03/2013, -0.47 , -0.24 , -0.39 , -0.56 , -0.23 , -0.09 , 0.11 , -0.39 , 0.09 , -0.09 , -0.08 , -0.21 ,,,,,,,
11/03/2013, 0.24 , 0.32 , 0.28 , -0.22 , -0.03 , -0.21 , 0.31 , 1.91 , -0.13 , 0.32 , -0.07 , 0.29 ,,,,,,,
08/03/2013, 0.34 , 0.45 , 0.17 , 0.76 , 0.59 , 1.16 , 0.69 , 1.61 , -0.59 , -0.78 , -0.59 , 1.24 ,,,,,,,
07/03/2013, 0.28 , 0.18 , 0.25 , -0.18 , 0.26 , 0.33 , 0.18 , 0.11 , -0.78 , 1.08 , -0.03 , 0.80 ,,,,,,,
06/03/2013, 0.26 , 0.11 , -0.24 , 0.94 , 0.62 , -0.05 , -0.07 , 1.48 , 0.10 , -0.65 , -0.72 , 0.84 ,,,,,,,
05/03/2013, 0.92 , 0.96 , 1.44 , 0.83 , 2.32 , 2.12 , 1.36 , -0.37 , -0.17 , 0.20 , 0.08 , -0.20 ,,,,,,,
04/03/2013, 0.22 , 0.46 , 0.43 , -1.13 , -0.21 , 0.01 , -0.52 , 0.80 , 0.33 , 0.03 , 0.51 , -0.12 ,,,,,,,
01/03/2013, 0.10 , 0.23 , 0.33 , -0.14 , -0.43 , -0.52 , 0.28 , 0.89 , 0.28 , -0.27 , -0.82 , 1.11 ,,,,,,,
28/02/2013, -0.14 , -0.09 , -0.10 , 0.77 , 0.86 , 0.81 , 0.55 , 2.30 , 0.10 , -0.62 , 0.03 , 0.35 ,,,,,,,
27/02/2013, 1.20 , 1.27 , 1.04 , 0.37 , 1.04 , 1.37 , 0.88 , -1.35 , -0.54 , 0.60 , 0.22 , 0.28 ,,,,,,,
26/02/2013, 0.59 , 0.61 , 0.45 , -1.11 , -2.27 , -2.47 , -1.34 , -1.42 , 0.02 , -0.02 , -0.25 , 0.17 ,,,,,,,
25/02/2013, -1.86 , -1.83 , -1.33 , 0.10 , 1.45 , 0.67 , 0.31 , 1.79 , 0.59 , -0.99 , -   , -1.71 ,,,,,,,
22/02/2013, 0.97 , 0.88 , 0.95 , 0.02 , 1.03 , 1.55 , 0.70 , 0.06 , 0.27 , 0.03 , -0.60 , 0.33 ,,,,,,,
21/02/2013, -0.92 , -0.63 , -1.04 , -1.43 , -1.88 , -2.06 , -1.62 , -1.11 , 0.71 , -0.70 , 0.13 , -0.49 ,,,,,,,
20/02/2013, -1.05 , -1.24 , -1.54 , 0.42 , -0.30 , -0.49 , 0.26 , 1.05 , -   , -0.78 , -1.24 , -   ,,,,,,,
19/02/2013, 0.74 , 0.73 , 0.66 , -0.03 , 1.62 , 1.55 , 0.96 , 0.10 , -0.41 , 0.28 , -0.26 , -0.42 ,,,,,,,
18/02/2013, -0.16 , -0.10 , -0.24 , -0.20 , 0.46 , -0.02 , -0.16 , 2.15 , -0.09 , -0.07 , -0.34 , 0.49 ,,,,,,,
15/02/2013, -0.16 , -0.10 , -0.24 , 0.06 , -0.49 , -0.36 , 0.01 , -1.31 , 0.18 , -0.02 , 0.15 , 0.67 ,,,,,,,
14/02/2013, -0.20 , 0.07 , -0.08 , 0.09 , -1.05 , -0.58 , -0.50 , -0.22 , 0.07 , -0.66 , -0.31 , -0.55 ,,,,,,,
13/02/2013, 0.22 , 0.06 , 0.40 , 0.55 , 0.67 , 0.55 , 0.33 , -1.19 , -0.27 , -0.01 , -0.77 , -0.10 ,,,,,,,
12/02/2013, 0.38 , 0.16 , -0.43 , 0.03 , 0.35 , 0.79 , 0.98 , 1.16 , -0.08 , 0.36 , 0.03 , -0.89 ,,,,,,,
11/02/2013, -0.16 , -0.06 , -0.03 , -0.20 , -0.24 , -0.28 , 0.21 , -1.22 , 0.04 , 0.31 , -0.90 , 1.77 ,,,,,,,
08/02/2013, 0.54 , 0.57 , 1.06 , 0.12 , 0.81 , 1.14 , 0.57 , -1.22 , -0.11 , -0.25 , 0.54 , -1.01 ,,,,,,,
07/02/2013, -0.40 , -0.18 , 0.01 , -0.39 , 0.13 , -0.51 , -1.06 , 0.04 , 0.21 , -0.92 , 0.34 , -0.01 ,,,,,,,
06/02/2013, 0.06 , 0.05 , -0.31 , -0.36 , -1.09 , -0.94 , 0.20 , 3.10 , 0.14 , -0.44 , 0.02 , 0.01 ,,,,,,,
05/02/2013, 0.66 , 1.04 , 1.45 , -0.48 , 0.35 , 0.73 , 0.58 , -1.68 , -0.21 , 0.51 , -0.64 , 1.35 ,,,,,,,
04/02/2013, -1.41 , -1.15 , -1.75 , -0.01 , -2.49 , -2.75 , -1.58 , 1.39 , 0.51 , -0.92 , 0.43 , -0.42 ,,,,,,,
01/02/2013, 0.90 , 1.01 , 1.19 , 0.36 , 0.74 , 0.62 , 1.12 , 0.26 , -0.97 , 0.45 , -1.03 , 1.16 ,,,,,,,
31/01/2013, -0.30 , -0.26 , -0.26 , 0.08 , -0.45 , -0.86 , -0.73 , 0.60 , -0.54 , 0.09 , 0.35 , 0.69 ,,,,,,,
30/01/2013, -0.32 , -0.39 , -0.18 , -0.16 , -0.47 , -0.73 , -0.25 , 1.51 , 0.04 , 0.56 , 0.24 , 0.39 ,,,,,,,
29/01/2013, 0.64 , 0.51 , 0.04 , 0.74 , 0.20 , 0.08 , 0.71 , 0.76 , 0.08 , 0.27 , 0.43 , -0.14 ,,,,,,,
28/01/2013, -0.34 , -0.18 , 0.21 , -0.66 , -0.32 , 0.02 , 0.16 , -0.36 , 0.22 , -0.06 , -0.66 , -0.06 ,,,,,,,
25/01/2013, 0.62 , 0.54 , 0.48 , -0.29 , 1.42 , 0.71 , 0.31 , 2.17 , 0.19 , 0.65 , 0.05 , 0.64 ,,,,,,,
24/01/2013, 0.18 , -   , -1.40 , -0.40 , 0.53 , 0.46 , 1.09 , 1.11 , -0.48 , 0.44 , -0.34 , 1.94 ,,,,,,,
23/01/2013, -0.14 , 0.15 , 0.58 , -0.24 , 0.15 , -0.16 , 0.30 , -1.48 , -0.15 , -0.03 , 0.04 , -0.11 ,,,,,,,
22/01/2013, 0.26 , 0.44 , 0.11 , 0.09 , -0.68 , -0.30 , -0.03 , -0.44 , -0.06 , 0.07 , 0.06 , -0.99 ,,,,,,,
21/01/2013, 0.14 , 0.34 , -0.14 , -0.25 , 0.61 , 0.52 , 0.43 , -0.69 , 0.17 , -0.06 , -0.25 , -0.55 ,,,,,,,
18/01/2013, 0.14 , 0.34 , -0.14 , 0.71 , -0.43 , -0.20 , 0.36 , 2.36 , 0.24 , -0.41 , -0.77 , 0.24 ,,,,,,,
17/01/2013, 0.69 , 0.56 , 0.45 , 0.18 , 0.58 , 0.79 , 0.46 , 0.26 , -0.13 , 0.65 , -0.09 , 1.70 ,,,,,,,
16/01/2013, -0.12 , 0.02 , 0.43 , -0.21 , 0.20 , 0.15 , -0.22 , -2.00 , -0.05 , -0.13 , -0.36 , -0.46 ,,,,,,,
15/01/2013, -0.08 , 0.11 , -0.46 , -0.67 , -0.69 , -0.27 , 0.15 , 0.84 , 0.04 , -0.57 , -0.08 , -0.77 ,,,,,,,
14/01/2013, 0.02 , -0.09 , -0.46 , 0.71 , 0.18 , -0.13 , -0.22 , 1.09 , -0.37 , 0.29 , -0.33 , 0.34 ,,,,,,,
11/01/2013, -0.04 , -   , 0.15 , -0.37 , 0.09 , 0.16 , 0.33 , 1.09 , -0.30 , 0.54 , -0.22 , 0.45 ,,,,,,,
10/01/2013, 1.07 , 0.76 , 0.61 , 0.37 , -0.16 , -0.04 , 0.05 , 1.13 , -0.78 , 1.59 , 0.90 , 1.02 ,,,,,,,
09/01/2013, 0.35 , 0.27 , 0.33 , 0.30 , 0.32 , 0.64 , 0.74 , 0.82 , 0.14 , -0.13 , -0.21 , 0.95 ,,,,,,,
08/01/2013, -0.49 , -0.32 , -0.20 , -0.55 , -0.48 , -0.16 , -0.18 , -1.04 , 0.07 , -0.27 , -0.37 , -0.84 ,,,,,,,
07/01/2013, -0.41 , -0.31 , -0.01 , -0.20 , -0.56 , -0.43 , -0.41 , -0.84 , -0.22 , 0.37 , 0.29 , -0.41 ,,,,,,,
04/01/2013, 0.43 , 0.49 , -0.28 , -0.44 , 0.26 , 0.29 , 0.70 , 3.34 , 0.48 , 0.15 , -0.24 , 1.04 ,,,,,,,
03/01/2013, -0.43 , -0.21 , -0.52 , 0.42 , -0.29 , -0.15 , 0.33 , 0.67 , 1.10 , -1.04 , -0.91 , -0.11 ,,,,,,,
02/01/2013, 2.00 , 2.54 , 3.21 , 2.12 , 2.19 , 2.59 , 2.20 , 0.67 , -0.21 , -0.14 , 0.04 , 0.74 ,,,,,,,
01/01/2013, 1.52 , 1.69 , 2.09 , 0.05 , -0.57 , 0.30 , -0.47 , 0.67 , -0.16 , 0.08 , -0.04 , -0.06 ,,,,,,,
31/12/2012, 1.52 , 1.69 , 2.09 , -   , -0.57 , 0.30 , -0.47 , 0.67 , -0.05 , -0.17 , 0.63 , 0.92 ,,,,,,,
28/12/2012, -0.75 , -1.10 , -1.01 , 0.55 , -0.57 , -0.99 , -0.49 , 0.67 , 0.13 , -0.15 , 0.33 , -0.16 ,,,,,,,
27/12/2012, 0.13 , -0.12 , -0.16 , 0.27 , 0.26 , 0.28 , -   , 0.75 , -0.13 , 0.09 , -0.24 , 0.55 ,,,,,,,
26/12/2012, -0.27 , -0.48 , -0.79 , 0.12 , -0.47 , -0.10 , 0.24 , 1.16 , -0.30 , 0.31 , 0.08 , 1.01 ,,,,,,,
25/12/2012, -0.25 , -0.24 , -0.25 , 0.16 , -0.47 , -0.10 , 0.24 , 0.64 , 0.06 , -0.02 , 0.01 , -0.20 ,,,,,,,
24/12/2012, -0.25 , -0.24 , -0.25 , 0.07 , -0.47 , -0.10 , 0.24 , -0.70 , -0.13 , -0.02 , -0.30 , 0.83 ,,,,,,,
21/12/2012, -0.87 , -0.94 , -1.07 , -0.92 , -0.47 , -0.33 , -0.31 , -0.70 , 0.13 , -0.42 , -0.66 , -0.18 ,,,,,,,
20/12/2012, 0.81 , 0.55 , 0.10 , -0.05 , 0.05 , 0.10 , -0.05 , -0.09 , -0.21 , 0.13 , 0.20 , -0.02 ,,,,,,,
19/12/2012, -0.37 , -0.76 , -0.53 , 0.66 , 0.19 , 0.54 , 0.43 , 2.75 , -0.19 , -0.02 , -0.03 , 0.24 ,,,,,,,
18/12/2012, 0.02 , 1.15 , 1.54 , 0.60 , 0.64 , 0.59 , 0.40 , 1.12 , -0.49 , 0.49 , 0.30 , 0.38 ,,,,,,,
17/12/2012, 0.73 , 1.19 , 1.38 , -0.27 , 0.11 , -0.05 , -0.16 , 0.85 , -0.30 , 0.01 , 0.19 , 0.44 ,,,,,,,
14/12/2012, 0.02 , -0.41 , -0.98 , 0.02 , 0.19 , 0.13 , -0.13 , 0.23 , -0.02 , 0.66 , 0.38 , -0.16 ,,,,,,,
13/12/2012, -0.56 , -0.63 , -0.77 , 0.11 , -0.43 , -0.11 , -0.27 , 1.00 , 0.50 , 0.02 , -0.23 , 0.47 ,,,,,,,
12/12/2012, 0.21 , 0.04 , -0.28 , 0.66 , 0.33 , 0.22 , 0.35 , 0.66 , -0.69 , 0.53 , 0.21 , 0.90 ,,,,,,,
11/12/2012, 0.52 , 0.65 , 1.30 , 0.53 , 0.78 , 0.92 , 0.06 , -0.31 , -0.67 , 0.49 , 0.25 , 0.19 ,,,,,,,
10/12/2012, 0.21 , 0.03 , 0.27 , 0.49 , 0.17 , -0.18 , 0.12 , -0.22 , -0.19 , 0.11 , 0.22 , -0.16 ,,,,,,,
07/12/2012, 0.17 , 0.29 , -0.59 , 0.27 , -0.22 , -0.05 , 0.22 , 0.19 , -0.01 , -0.33 , -0.07 , 0.11 ,,,,,,,
