Dates, ACWI INDEX , SPX INDEX , NDX INDEX , MXEF INDEX , DAX INDEX , SXXE INDEX , UKX INDEX , TPX INDEX , ILS Curncy , EUR  Curncy , GBP Curncy , JPY Curncy ,,,,,,,
25/08/2020, 0.39 , 0.36 , 0.82 , 0.59 , -0.04 , -0.02 , -1.11 , 1.13 , -0.15 , 0.40 , 0.68 , 0.39 ,,,,,,,
24/08/2020, 1.07 , 1.00 , 0.61 , 1.50 , 2.36 , 2.00 , 1.71 , 0.19 , 0.14 , -0.08 , -0.21 , 0.17 ,,,,,,,
21/08/2020, 0.16 , 0.34 , 0.68 , 1.05 , -0.51 , -0.23 , -0.19 , 0.30 , 0.01 , -0.53 , -0.94 , -   ,,,,,,,
20/08/2020, 0.10 , 0.32 , 1.40 , -1.72 , -1.14 , -1.21 , -1.61 , -0.90 , -0.10 , 0.19 , 0.89 , -0.30 ,,,,,,,
19/08/2020, -0.54 , -0.44 , -0.71 , -0.50 , 0.74 , 0.63 , 0.58 , 0.18 , 0.08 , -0.78 , -1.07 , 0.67 ,,,,,,,
18/08/2020, 0.11 , 0.23 , 0.98 , 0.45 , -0.30 , -0.52 , -0.83 , 0.06 , -0.08 , 0.51 , 1.04 , -0.56 ,,,,,,,
17/08/2020, 0.72 , 0.27 , 1.11 , 0.62 , 0.15 , 0.17 , 0.61 , -0.84 , -0.05 , 0.24 , 0.13 , -0.56 ,,,,,,,
14/08/2020, -0.22 , -0.02 , -0.12 , -0.28 , -0.71 , -1.19 , -1.55 , -0.05 , 0.01 , 0.24 , 0.15 , -0.31 ,,,,,,,
13/08/2020, -0.21 , -0.20 , 0.19 , 0.20 , -0.50 , -0.49 , -1.50 , 1.16 , -0.15 , 0.25 , 0.25 , 0.02 ,,,,,,,
12/08/2020, 1.58 , 1.40 , 2.59 , 0.25 , 0.86 , 0.97 , 2.04 , 1.23 , -0.02 , 0.37 , -0.11 , 0.39 ,,,,,,,
11/08/2020, -0.35 , -0.80 , -1.89 , 0.44 , 2.04 , 2.04 , 1.71 , 2.54 , 0.08 , 0.02 , -0.19 , 0.50 ,,,,,,,
10/08/2020, 0.25 , 0.27 , -0.49 , -0.26 , 0.10 , 0.17 , 0.31 , -0.20 , -0.15 , -0.42 , 0.16 , 0.04 ,,,,,,,
07/08/2020, -0.45 , 0.06 , -1.13 , -1.56 , 0.66 , 0.40 , 0.09 , -0.20 , 0.30 , -0.76 , -0.69 , 0.35 ,,,,,,,
06/08/2020, 0.35 , 0.64 , 1.27 , 0.32 , -0.54 , -0.80 , -1.27 , -0.31 , -0.04 , 0.12 , 0.22 , -0.05 ,,,,,,,
05/08/2020, 0.68 , 0.64 , 0.26 , 1.23 , 0.47 , 0.64 , 1.14 , -0.04 , -0.35 , 0.51 , 0.33 , -0.11 ,,,,,,,
04/08/2020, 0.52 , 0.36 , 0.38 , 1.09 , -0.36 , 0.05 , 0.05 , 2.14 , 0.23 , 0.35 , -0.03 , -0.22 ,,,,,,,
03/08/2020, 1.06 , 0.72 , 1.37 , -0.10 , 2.71 , 2.11 , 2.29 , 1.78 , 0.13 , -0.14 , -0.08 , 0.11 ,,,,,,,
31/07/2020, -0.30 , 0.77 , 1.78 , -0.29 , -0.54 , -0.87 , -1.54 , -2.82 , 0.03 , -0.58 , -0.08 , 1.05 ,,,,,,,
30/07/2020, -0.65 , -0.38 , 0.49 , -0.42 , -3.45 , -2.57 , -2.31 , -0.62 , -0.01 , 0.47 , 0.76 , -0.18 ,,,,,,,
29/07/2020, 1.19 , 1.24 , 1.24 , 0.43 , -0.10 , -   , 0.04 , -1.28 , -0.26 , 0.65 , 0.50 , -0.16 ,,,,,,,
28/07/2020, -0.68 , -0.65 , -1.33 , 0.83 , -0.03 , 0.08 , 0.40 , -0.48 , -0.11 , -0.31 , 0.39 , -0.27 ,,,,,,,
27/07/2020, 1.11 , 0.74 , 1.82 , 1.19 , -   , -0.25 , -0.31 , 0.24 , 0.06 , 0.82 , 0.69 , -0.73 ,,,,,,,
24/07/2020, -0.59 , -0.62 , -0.92 , -1.59 , -2.02 , -1.85 , -1.41 , -0.62 , -0.12 , 0.52 , 0.42 , -0.67 ,,,,,,,
23/07/2020, -1.03 , -1.23 , -2.67 , -0.02 , -0.01 , 0.09 , 0.07 , -0.62 , -0.14 , 0.22 , 0.06 , -0.27 ,,,,,,,
22/07/2020, 0.32 , 0.57 , 0.35 , -0.74 , -0.51 , -0.78 , -1.00 , -0.62 , 0.15 , 0.37 , 0.02 , 0.33 ,,,,,,,
21/07/2020, 0.31 , 0.17 , -1.09 , 2.01 , 0.96 , 0.44 , 0.13 , 0.36 , -0.18 , 0.69 , 0.55 , -0.44 ,,,,,,,
20/07/2020, 0.88 , 0.84 , 2.88 , 0.89 , 0.99 , 0.86 , -0.46 , 0.20 , -0.24 , 0.18 , 0.74 , 0.23 ,,,,,,,
17/07/2020, 0.35 , 0.28 , 0.18 , 0.87 , 0.35 , -0.06 , 0.63 , -0.33 , -0.49 , 0.39 , 0.12 , -0.23 ,,,,,,,
16/07/2020, -0.61 , -0.34 , -0.70 , -1.91 , -0.43 , -0.26 , -0.67 , -0.66 , 0.62 , -0.25 , -0.27 , 0.31 ,,,,,,,
15/07/2020, 0.99 , 0.91 , 0.11 , 0.64 , 1.84 , 1.57 , 1.83 , 1.56 , -0.39 , 0.11 , 0.27 , -0.28 ,,,,,,,
14/07/2020, 1.24 , 1.34 , 0.82 , -1.11 , -0.80 , -0.87 , 0.06 , -0.50 , -0.17 , 0.49 , -0.02 , -0.05 ,,,,,,,
13/07/2020, -0.88 , -0.94 , -2.16 , 0.20 , 1.32 , 1.42 , 1.33 , 2.46 , -0.37 , 0.39 , -0.53 , 0.34 ,,,,,,,
10/07/2020, 0.80 , 1.05 , 0.76 , -0.97 , 1.15 , 0.98 , 0.76 , -1.42 , 0.23 , 0.13 , 0.13 , -0.25 ,,,,,,,
09/07/2020, -0.62 , -0.56 , 0.82 , 0.89 , -0.04 , -0.82 , -1.73 , -   , 0.10 , -0.40 , -0.03 , -0.06 ,,,,,,,
08/07/2020, 1.03 , 0.78 , 1.36 , 1.67 , -0.97 , -0.91 , -0.55 , -0.92 , -0.01 , 0.50 , 0.54 , -0.24 ,,,,,,,
07/07/2020, -1.16 , -1.08 , -0.75 , -0.75 , -0.92 , -0.71 , -1.53 , -0.34 , -0.18 , -0.31 , 0.40 , 0.16 ,,,,,,,
06/07/2020, 1.92 , 1.59 , 2.54 , 2.65 , 1.64 , 1.68 , 2.09 , 1.60 , 0.56 , 0.54 , 0.07 , -0.15 ,,,,,,,
03/07/2020, 0.93 , 0.45 , 0.61 , 0.94 , -0.64 , -0.62 , -1.33 , 0.62 , -0.21 , 0.08 , 0.12 , 0.01 ,,,,,,,
02/07/2020, 0.93 , 0.45 , 0.61 , 2.24 , 2.84 , 2.50 , 1.34 , 0.27 , -0.30 , -0.11 , -0.06 , 0.03 ,,,,,,,
01/07/2020, 0.75 , 0.50 , 1.21 , 0.60 , -0.41 , -0.05 , -0.19 , -1.29 , -0.33 , 0.15 , 0.60 , -0.43 ,,,,,,,
30/06/2020, 0.66 , 1.54 , 1.96 , 0.11 , 0.64 , 0.16 , -0.90 , 0.62 , 0.33 , -0.07 , 0.84 , 0.33 ,,,,,,,
29/06/2020, 1.15 , 1.47 , 1.14 , -0.49 , 1.18 , 0.74 , 1.08 , -1.78 , 0.57 , 0.21 , -0.31 , 0.34 ,,,,,,,
26/06/2020, -1.94 , -2.42 , -2.50 , -0.55 , -0.73 , -0.40 , 0.20 , 0.99 , -0.04 , 0.01 , -0.67 , 0.03 ,,,,,,,
25/06/2020, 1.07 , 1.10 , 0.99 , -0.63 , 0.69 , 0.81 , 0.38 , -1.18 , -0.24 , -0.29 , -   , 0.14 ,,,,,,,
24/06/2020, -2.35 , -2.59 , -2.03 , -0.38 , -3.43 , -2.99 , -3.11 , -0.42 , 0.50 , -0.50 , -0.81 , 0.49 ,,,,,,,
23/06/2020, 0.47 , 0.43 , 0.78 , 1.44 , 2.13 , 1.57 , 1.21 , 0.51 , -0.42 , 0.42 , 0.41 , -0.36 ,,,,,,,
22/06/2020, 1.00 , 0.65 , 1.22 , -0.12 , -0.55 , -0.68 , -0.76 , -0.23 , -0.26 , 0.74 , 0.96 , 0.04 ,,,,,,,
19/06/2020, -0.57 , -0.56 , -0.03 , 0.62 , 0.40 , 0.30 , 1.10 , -0.02 , -0.03 , -0.24 , -0.60 , -0.09 ,,,,,,,
18/06/2020, -0.12 , 0.06 , 0.30 , 0.06 , -0.81 , -0.58 , -0.47 , -0.25 , -0.10 , -0.35 , -1.04 , -0.04 ,,,,,,,
17/06/2020, -0.05 , -0.36 , 0.33 , 0.48 , 0.54 , 0.57 , 0.17 , -0.40 , -0.47 , -0.18 , -0.14 , -0.29 ,,,,,,,
16/06/2020, 1.66 , 1.90 , 1.76 , 2.44 , 3.39 , 3.09 , 2.94 , 4.09 , -0.28 , -0.52 , -0.25 , -0.01 ,,,,,,,
15/06/2020, -0.16 , 0.83 , 1.17 , -2.10 , -0.32 , -0.27 , -0.66 , -2.54 , 0.14 , 0.60 , 0.52 , -0.05 ,,,,,,,
12/06/2020, 1.44 , 1.31 , 0.79 , -0.66 , -0.18 , 0.34 , 0.47 , -1.15 , 0.22 , -0.38 , -0.49 , 0.48 ,,,,,,,
11/06/2020, -5.62 , -5.89 , -5.01 , -1.87 , -4.47 , -4.27 , -3.99 , -2.20 , 1.01 , -0.66 , -1.14 , -0.23 ,,,,,,,
10/06/2020, -0.27 , -0.53 , 1.28 , 0.29 , -0.70 , -0.78 , -0.10 , -0.23 , -0.47 , 0.30 , 0.15 , -0.59 ,,,,,,,
09/06/2020, -0.88 , -0.78 , 0.66 , 0.21 , -1.57 , -1.35 , -2.11 , -0.14 , -0.01 , 0.41 , 0.03 , -0.62 ,,,,,,,
08/06/2020, 1.16 , 1.20 , 0.79 , 0.48 , -0.22 , -0.50 , -0.18 , 1.13 , -0.46 , 0.02 , 0.44 , -1.06 ,,,,,,,
05/06/2020, 2.29 , 2.62 , 2.02 , 1.40 , 3.36 , 2.88 , 2.25 , 0.54 , 0.28 , -0.41 , 0.56 , 0.40 ,,,,,,,
04/06/2020, -0.55 , -0.34 , -0.77 , 0.08 , -0.45 , -0.17 , -0.64 , 0.30 , -0.53 , 0.93 , 0.18 , 0.23 ,,,,,,,
03/06/2020, 1.64 , 1.36 , 0.49 , 2.12 , 3.88 , 3.07 , 2.61 , 0.72 , -0.16 , 0.56 , 0.19 , 0.20 ,,,,,,,
02/06/2020, 1.09 , 0.82 , 0.61 , 1.68 , 3.75 , 2.28 , 0.87 , 1.21 , -0.38 , 0.31 , 0.47 , 1.01 ,,,,,,,
01/06/2020, 1.27 , 0.38 , 0.45 , 2.27 , -1.65 , 0.98 , 1.48 , 0.32 , -0.53 , 0.32 , 1.21 , -0.22 ,,,,,,,
29/05/2020, 0.24 , 0.48 , 1.47 , 0.54 , -1.65 , -1.30 , -2.29 , -0.87 , -0.03 , 0.22 , 0.18 , 0.17 ,,,,,,,
28/05/2020, 0.08 , -0.21 , -0.27 , -0.22 , 1.06 , 1.51 , 1.21 , 1.80 , 0.37 , 0.65 , 0.49 , -0.07 ,,,,,,,
27/05/2020, 1.25 , 1.48 , 0.55 , 0.08 , 1.33 , 1.05 , 1.26 , 0.96 , -0.33 , 0.22 , -0.59 , 0.17 ,,,,,,,
26/05/2020, 1.88 , 1.23 , -0.26 , 1.67 , 1.00 , 1.29 , 1.24 , 2.17 , -0.49 , 0.77 , 1.17 , -0.16 ,,,,,,,
25/05/2020, -0.11 , 0.24 , 0.38 , 0.68 , 2.87 , 2.11 , -0.37 , 1.65 , -0.08 , -0.03 , 0.15 , 0.07 ,,,,,,,
22/05/2020, -0.11 , 0.24 , 0.38 , -2.66 , 0.07 , 0.34 , -0.37 , -0.90 , 0.34 , -0.45 , -0.41 , 0.03 ,,,,,,,
21/05/2020, -0.88 , -0.78 , -1.13 , -0.16 , -1.41 , -1.07 , -0.86 , -0.23 , 0.22 , -0.27 , -0.18 , 0.07 ,,,,,,,
20/05/2020, 1.67 , 1.67 , 2.01 , 0.68 , 1.34 , 1.29 , 1.08 , 0.58 , -0.06 , 0.52 , -0.07 , -0.17 ,,,,,,,
19/05/2020, -1.01 , -1.05 , -0.36 , 1.39 , 0.15 , -0.72 , -0.77 , 1.83 , -0.39 , 0.09 , 0.48 , 0.34 ,,,,,,,
18/05/2020, 3.40 , 3.15 , 1.96 , 1.27 , 5.67 , 4.63 , 4.29 , 0.38 , -0.33 , 0.86 , 0.64 , 0.26 ,,,,,,,
15/05/2020, 0.09 , 0.39 , 0.64 , 0.03 , 1.24 , 0.44 , 1.01 , 0.50 , -0.10 , 0.14 , -0.93 , -0.18 ,,,,,,,
14/05/2020, 0.62 , 1.15 , 1.05 , -0.92 , -1.95 , -1.93 , -2.75 , -1.91 , 0.28 , -0.12 , -0.02 , 0.21 ,,,,,,,
13/05/2020, -1.32 , -1.75 , -1.23 , -0.01 , -2.56 , -2.19 , -1.51 , -0.14 , 0.53 , -0.28 , -0.23 , -0.10 ,,,,,,,
12/05/2020, -1.69 , -2.05 , -2.01 , -0.72 , -0.05 , 0.08 , 0.93 , -0.26 , 0.19 , 0.38 , -0.61 , -0.48 ,,,,,,,
11/05/2020, 0.10 , 0.02 , 0.85 , 0.47 , -0.73 , -0.77 , 0.06 , 1.53 , -0.14 , -0.30 , -0.60 , 0.95 ,,,,,,,
08/05/2020, 1.66 , 1.69 , 1.30 , 1.65 , 1.35 , 1.12 , 1.40 , 2.21 , 0.12 , 0.05 , 0.39 , 0.35 ,,,,,,,
07/05/2020, 1.32 , 1.15 , 1.30 , -0.20 , 1.44 , 1.36 , 1.40 , -0.32 , -0.31 , 0.36 , 0.10 , 0.15 ,,,,,,,
06/05/2020, -0.53 , -0.70 , 0.61 , 0.33 , -1.15 , -0.83 , 0.07 , -2.24 , 0.09 , -0.42 , -0.68 , -0.42 ,,,,,,,
05/05/2020, 0.70 , 0.90 , 1.09 , 0.87 , 2.51 , 2.21 , 1.66 , -2.24 , -0.39 , -0.61 , -0.06 , -0.16 ,,,,,,,
04/05/2020, 0.33 , 0.42 , 1.33 , -3.14 , -3.64 , -3.69 , -0.16 , -2.24 , 0.66 , -0.67 , -0.50 , -0.16 ,,,,,,,
01/05/2020, -2.63 , -2.81 , -3.14 , -0.88 , -2.22 , -   , -2.34 , -2.24 , 0.59 , 0.24 , -0.70 , -0.25 ,,,,,,,
30/04/2020, -1.55 , -0.92 , 0.20 , 0.57 , -2.22 , -1.93 , -3.50 , 1.03 , -0.37 , 0.75 , 1.00 , 0.47 ,,,,,,,
29/04/2020, 2.65 , 2.66 , 3.52 , 1.88 , 2.89 , 2.26 , 2.63 , 0.13 , -0.05 , 0.49 , 0.35 , -0.18 ,,,,,,,
28/04/2020, 0.01 , -0.52 , -1.81 , 0.82 , 1.27 , 1.49 , 1.91 , 0.13 , -0.07 , -0.08 , -0.04 , -0.35 ,,,,,,,
27/04/2020, 1.63 , 1.47 , 0.58 , 1.81 , 3.13 , 2.34 , 1.64 , 1.83 , -0.55 , 0.06 , 0.52 , -0.24 ,,,,,,,
24/04/2020, 1.03 , 1.39 , 1.68 , -1.39 , -1.69 , -1.30 , -1.28 , -0.33 , -0.24 , 0.43 , 0.19 , -0.08 ,,,,,,,
23/04/2020, -0.11 , -0.05 , -0.27 , 0.36 , 0.95 , 0.95 , 0.97 , 1.36 , -0.30 , -0.43 , 0.08 , -0.14 ,,,,,,,
22/04/2020, 2.35 , 2.29 , 3.11 , 1.18 , 1.61 , 1.62 , 2.30 , -0.63 , -0.44 , -0.32 , 0.37 , -0.05 ,,,,,,,
21/04/2020, -3.07 , -3.07 , -3.71 , -2.35 , -3.99 , -3.47 , -2.96 , -1.15 , -0.08 , -0.04 , -1.23 , 0.17 ,,,,,,,
20/04/2020, -1.46 , -1.79 , -1.20 , -0.22 , 0.47 , 0.48 , 0.45 , -0.70 , -0.78 , -0.12 , -0.46 , 0.07 ,,,,,,,
17/04/2020, 2.73 , 2.68 , 0.85 , 1.86 , 3.15 , 2.69 , 2.82 , 1.43 , -0.06 , 0.32 , 0.34 , -0.35 ,,,,,,,
16/04/2020, 0.43 , 0.58 , 1.93 , -0.37 , 0.21 , 0.22 , 0.55 , -0.82 , -0.37 , -0.64 , -0.49 , 0.43 ,,,,,,,
15/04/2020, -2.49 , -2.20 , -1.15 , -0.91 , -3.90 , -3.67 , -3.34 , 0.04 , 0.51 , -0.64 , -0.83 , 0.22 ,,,,,,,
14/04/2020, 2.57 , 3.06 , 4.31 , 1.49 , 1.25 , 0.53 , -0.88 , 1.96 , 0.37 , 0.60 , 0.86 , -0.51 ,,,,,,,
13/04/2020, -0.80 , -1.01 , 1.14 , -0.57 , 2.24 , 1.74 , 2.90 , -1.69 , -0.07 , -0.21 , 0.48 , -0.65 ,,,,,,,
10/04/2020, 1.45 , 1.45 , 0.11 , 0.07 , 2.24 , 1.74 , 2.90 , 0.92 , -0.14 , 0.06 , -0.02 , -0.02 ,,,,,,,
09/04/2020, 1.45 , 1.45 , 0.11 , 1.57 , 2.24 , 1.74 , 2.90 , -0.60 , -0.30 , 0.66 , 0.61 , -0.31 ,,,,,,,
08/04/2020, 2.42 , 3.41 , 2.24 , -0.49 , -0.23 , 0.01 , -0.47 , 1.59 , 0.23 , -0.31 , 0.41 , 0.06 ,,,,,,,
07/04/2020, 0.11 , -0.16 , -0.40 , 2.85 , 2.79 , 2.26 , 2.19 , 1.96 , -0.21 , 0.92 , 0.83 , -0.42 ,,,,,,,
06/04/2020, 6.17 , 7.03 , 7.35 , 2.66 , 5.77 , 4.56 , 3.08 , 3.86 , -1.18 , -0.07 , -0.31 , 0.62 ,,,,,,,
03/04/2020, -1.49 , -1.51 , -1.41 , -0.81 , -0.47 , -1.13 , -1.18 , -0.36 , 0.09 , -0.53 , -1.02 , 0.59 ,,,,,,,
02/04/2020, 2.01 , 2.28 , 2.00 , 1.36 , 0.27 , 0.45 , 0.47 , -1.57 , 0.68 , -0.97 , 0.20 , 0.69 ,,,,,,,
01/04/2020, -4.59 , -4.41 , -4.19 , -2.51 , -3.94 , -3.55 , -3.83 , -3.70 , 1.60 , -0.61 , -0.39 , -0.34 ,,,,,,,
31/03/2020, -0.75 , -1.60 , -0.96 , 1.99 , 1.22 , 1.24 , 1.95 , -2.26 , -0.54 , -0.15 , 0.05 , -0.20 ,,,,,,,
30/03/2020, 2.20 , 3.35 , 3.96 , -1.25 , 1.90 , 0.83 , 0.97 , -1.64 , 0.07 , -0.83 , -0.37 , -0.17 ,,,,,,,
27/03/2020, -2.93 , -3.37 , -3.91 , -1.03 , -3.68 , -3.84 , -5.25 , 4.30 , -0.80 , 0.99 , 2.11 , -1.50 ,,,,,,,
26/03/2020, 5.27 , 6.24 , 5.72 , 1.76 , 1.28 , 1.97 , 2.24 , -1.78 , -0.64 , 1.38 , 2.74 , -1.47 ,,,,,,,
25/03/2020, 2.74 , 1.15 , -1.11 , 4.35 , 1.79 , 2.85 , 4.45 , 6.87 , 0.09 , 0.87 , 0.99 , -0.02 ,,,,,,,
24/03/2020, 8.14 , 9.38 , 7.81 , 5.73 , 10.98 , 8.59 , 9.05 , 3.18 , -2.23 , 0.58 , 1.91 , -   ,,,,,,,
23/03/2020, -1.77 , -2.93 , 0.18 , -5.61 , -2.10 , -2.75 , -3.79 , 0.68 , 2.17 , 0.36 , -0.75 , 0.27 ,,,,,,,
20/03/2020, -3.17 , -4.34 , -4.04 , 4.80 , 3.70 , 3.72 , 0.76 , 0.97 , -0.78 , -0.04 , 1.25 , 0.20 ,,,,,,,
19/03/2020, 0.63 , 0.47 , 1.58 , -2.72 , 2.00 , 2.80 , 1.40 , 0.97 , -2.00 , -2.04 , -1.06 , 2.43 ,,,,,,,
18/03/2020, -6.01 , -5.18 , -4.00 , -4.70 , -5.56 , -4.57 , -4.05 , 0.19 , -2.69 , -0.75 , -3.71 , 0.35 ,,,,,,,
17/03/2020, 6.25 , 6.00 , 6.46 , -0.78 , 2.25 , 2.36 , 2.79 , 2.60 , 1.48 , -1.66 , -1.76 , 1.77 ,,,,,,,
16/03/2020, -11.22 , -11.98 , -12.19 , -6.51 , -5.31 , -5.72 , -4.01 , -2.01 , 2.19 , 0.68 , -0.06 , -1.66 ,,,,,,,
13/03/2020, 7.16 , 9.29 , 10.07 , 0.91 , 0.77 , 1.58 , 2.46 , -4.98 , 0.87 , -0.70 , -2.33 , 2.85 ,,,,,,,
12/03/2020, -9.83 , -9.51 , -9.27 , -6.71 , -12.24 , -12.35 , -10.87 , -4.13 , 2.54 , -0.75 , -1.94 , 0.10 ,,,,,,,
11/03/2020, -5.17 , -4.89 , -4.37 , -1.86 , -0.35 , -0.37 , -1.40 , -1.53 , 0.95 , -0.10 , -0.70 , -1.04 ,,,,,,,
10/03/2020, 4.60 , 4.94 , 5.34 , 1.75 , -1.41 , -1.69 , -0.09 , 1.28 , 0.18 , -1.48 , -1.57 , 3.20 ,,,,,,,
09/03/2020, -7.53 , -7.60 , -6.83 , -6.34 , -7.94 , -8.02 , -7.69 , -5.61 , 1.16 , 1.47 , 0.53 , -2.88 ,,,,,,,
06/03/2020, -1.78 , -1.71 , -1.63 , -2.62 , -3.37 , -3.70 , -3.62 , -2.92 , 0.03 , 0.42 , 0.73 , -0.73 ,,,,,,,
05/03/2020, -3.06 , -3.39 , -3.10 , 0.15 , -1.51 , -1.69 , -1.62 , 0.88 , 0.88 , 0.91 , 0.64 , -1.27 ,,,,,,,
04/03/2020, 4.10 , 4.22 , 4.13 , 0.97 , 1.19 , 1.21 , 1.45 , -0.17 , 0.05 , -0.33 , 0.48 , 0.37 ,,,,,,,
03/03/2020, -2.38 , -2.81 , -3.19 , 1.06 , 1.08 , 1.11 , 0.95 , -1.36 , -0.72 , 0.35 , 0.45 , -1.11 ,,,,,,,
02/03/2020, 3.31 , 4.60 , 4.92 , 1.14 , -0.27 , 0.07 , 1.13 , 0.99 , 0.18 , 0.98 , -0.54 , 0.41 ,,,,,,,
28/02/2020, -1.05 , -0.82 , 0.30 , -2.44 , -3.86 , -3.50 , -3.18 , -3.65 , 0.61 , 0.23 , -0.50 , -1.55 ,,,,,,,
27/02/2020, -3.50 , -4.42 , -4.93 , -1.21 , -3.19 , -3.36 , -3.49 , -2.37 , 0.50 , 1.10 , -0.14 , -0.76 ,,,,,,,
26/02/2020, 0.09 , -0.38 , 0.44 , -1.25 , -0.12 , 0.18 , 0.35 , -0.75 , -0.25 , -0.01 , -0.77 , 0.21 ,,,,,,,
25/02/2020, -2.56 , -3.03 , -2.70 , 0.12 , -1.88 , -1.92 , -1.94 , -3.33 , 0.39 , 0.26 , 0.63 , -0.47 ,,,,,,,
24/02/2020, -3.43 , -3.35 , -3.89 , -2.67 , -4.01 , -3.91 , -3.34 , -0.03 , 0.29 , 0.06 , -0.31 , -0.80 ,,,,,,,
21/02/2020, -0.78 , -1.05 , -1.88 , -1.01 , -0.62 , -0.61 , -0.44 , -0.03 , -0.25 , 0.57 , 0.64 , -0.44 ,,,,,,,
20/02/2020, -0.58 , -0.38 , -0.94 , -0.76 , -0.91 , -0.96 , -0.27 , 0.16 , -0.06 , -0.19 , -0.29 , 0.66 ,,,,,,,
19/02/2020, 0.42 , 0.47 , 0.92 , 0.73 , 0.79 , 0.81 , 1.02 , 0.37 , 0.18 , 0.12 , -0.60 , 1.37 ,,,,,,,
18/02/2020, -0.39 , -0.29 , 0.06 , -1.11 , -0.75 , -0.45 , -0.69 , -1.31 , 0.06 , -0.41 , -0.08 , -0.01 ,,,,,,,
17/02/2020, 0.10 , 0.18 , 0.29 , 0.15 , 0.29 , 0.31 , 0.33 , -0.89 , -0.29 , 0.05 , -0.30 , 0.09 ,,,,,,,
14/02/2020, 0.10 , 0.18 , 0.29 , 0.02 , -0.01 , -0.03 , -0.58 , -0.60 , 0.13 , -0.09 , 0.01 , -0.04 ,,,,,,,
13/02/2020, -0.45 , -0.16 , -0.18 , -0.33 , -0.03 , -0.07 , -1.09 , -0.34 , -0.17 , -0.30 , 0.66 , -0.25 ,,,,,,,
12/02/2020, 0.67 , 0.65 , 1.00 , 0.94 , 0.89 , 0.72 , 0.47 , -0.04 , 0.42 , -0.38 , 0.06 , 0.27 ,,,,,,,
11/02/2020, 0.51 , 0.17 , 0.01 , 1.15 , 0.99 , 0.91 , 0.71 , -0.72 , -0.09 , 0.05 , 0.29 , 0.02 ,,,,,,,
10/02/2020, 0.50 , 0.73 , 1.23 , -0.43 , -0.15 , -0.09 , -0.27 , -0.72 , -0.25 , -0.32 , 0.18 , 0.02 ,,,,,,,
07/02/2020, -0.66 , -0.54 , -0.47 , -0.97 , -0.45 , -0.26 , -0.51 , -0.28 , -0.01 , -0.34 , -0.30 , -0.22 ,,,,,,,
06/02/2020, 0.20 , 0.33 , 0.84 , 1.19 , 0.72 , 0.70 , 0.30 , 2.07 , -0.39 , -0.15 , -0.55 , 0.15 ,,,,,,,
05/02/2020, 0.95 , 1.13 , 0.36 , 0.37 , 1.48 , 1.26 , 0.57 , 1.04 , -0.11 , -0.41 , -0.22 , 0.28 ,,,,,,,
04/02/2020, 1.72 , 1.50 , 2.28 , 2.36 , 1.81 , 1.68 , 1.55 , 0.69 , 0.02 , -0.14 , 0.28 , 0.76 ,,,,,,,
03/02/2020, 0.68 , 0.73 , 1.50 , -0.19 , 0.49 , 0.59 , 0.55 , -0.70 , -0.18 , -0.30 , -1.60 , 0.31 ,,,,,,,
31/01/2020, -1.76 , -1.77 , -1.58 , -0.97 , -1.33 , -1.20 , -1.30 , 0.58 , 0.08 , 0.55 , 0.86 , -0.56 ,,,,,,,
30/01/2020, -   , 0.31 , 0.38 , -2.25 , -1.41 , -1.15 , -1.36 , -1.48 , -0.06 , 0.20 , 0.55 , -0.06 ,,,,,,,
29/01/2020, -0.01 , -0.09 , 0.12 , -0.38 , 0.16 , 0.43 , 0.04 , 0.45 , -0.07 , -0.11 , -0.05 , -0.12 ,,,,,,,
28/01/2020, 0.94 , 1.01 , 1.55 , -0.11 , 0.90 , 1.10 , 0.93 , -0.60 , -0.29 , 0.03 , -0.22 , 0.23 ,,,,,,,
27/01/2020, -1.86 , -1.57 , -2.07 , -1.47 , -2.74 , -2.45 , -2.29 , -1.61 , 0.12 , -0.05 , -0.12 , -0.35 ,,,,,,,
24/01/2020, -0.83 , -0.90 , -0.82 , -0.25 , 1.41 , 1.01 , 1.04 , -   , 0.03 , -0.27 , -0.38 , -0.19 ,,,,,,,
23/01/2020, 0.01 , 0.11 , 0.31 , -0.99 , -0.94 , -0.75 , -0.85 , -0.78 , -0.06 , -0.34 , -0.14 , -0.32 ,,,,,,,
22/01/2020, 0.07 , 0.03 , 0.24 , 0.58 , -0.30 , -0.35 , -0.51 , 0.53 , 0.18 , 0.10 , 0.71 , -0.03 ,,,,,,,
21/01/2020, -0.54 , -0.27 , -0.08 , -1.64 , 0.05 , -0.32 , -0.53 , -0.53 , -0.06 , -0.12 , 0.31 , -0.28 ,,,,,,,
20/01/2020, 0.27 , 0.39 , 0.53 , -0.10 , 0.17 , -0.08 , -0.30 , 0.50 , -0.01 , 0.03 , -0.05 , 0.04 ,,,,,,,
17/01/2020, 0.27 , 0.39 , 0.53 , 0.54 , 0.72 , 0.80 , 0.85 , 0.39 , 0.02 , -0.40 , -0.49 , -0.02 ,,,,,,,
16/01/2020, 0.73 , 0.84 , 0.99 , 0.23 , -0.02 , 0.20 , -0.43 , -0.14 , -0.03 , -0.12 , 0.32 , 0.24 ,,,,,,,
